"n_bldgs","res_units","res_area","boro_code","tract"
461,1781,1599141,3,43700
242,985,1035266,3,43800
464,1195,1112779,3,43900
414,1020,1212952,3,44000
397,1890,1516757,3,44100
367,945,1301796,3,44200
440,1862,1576844,3,44300
379,1234,1369223,3,44400
426,1591,1362094,3,44500
267,670,633219,3,44600
218,874,791816,3,44700
225,854,959159,3,44800
554,1142,982242,3,44900
149,184,252765,3,45000
361,974,1337708,3,45200
320,694,455871,3,45300
306,604,698182,3,45400
251,909,1163356,3,45600
256,559,1096418,3,45800
333,1271,1525506,3,46000
200,1130,1135052,3,46201
307,583,755368,3,46202
386,781,806720,3,46400
275,572,697320,3,46800
433,882,1163446,3,47000
355,766,1259051,3,47200
418,908,1351541,3,47400
497,1175,1540363,3,47600
490,1985,1707845,3,47700
518,1401,1566421,3,47800
328,1183,1111614,3,48000
342,1485,1201356,3,48100
330,2204,1961170,3,48200
341,1781,1864159,3,48400
504,734,632953,3,48500
357,925,808065,3,48600
310,1473,1513471,3,48800
4,1425,1412700,3,48900
270,2242,2287897,3,49000
198,2687,2466776,3,49100
322,1089,1115543,3,49200
260,3499,2875302,3,49300
262,2100,2168153,3,49400
363,1437,1230113,3,49500
507,1391,1391481,3,49600
420,1831,1554575,3,49700
424,1633,1532231,3,49800
243,1056,946772,3,49900
367,1633,1741520,3,50000
407,1555,1248511,3,50100
326,1115,1094473,3,50202
377,1272,1025979,3,50300
276,2201,2453954,3,50400
192,2096,1847727,3,50500
252,2029,1917577,3,50600
194,771,988104,3,50700
69,1503,1640675,3,50801
69,1034,965457,3,50803
78,2748,2696907,3,50804
191,1023,1365916,3,50900
68,1465,1482363,3,51001
125,2003,1974959,3,51002
192,2043,1946350,3,51100
90,2377,2567942,3,51200
437,2679,2434339,3,51300
177,2675,2841094,3,51400
139,1298,1155868,3,51500
195,2030,1978402,3,51601
117,1516,1395217,3,51602
162,1550,1449372,3,51700
212,1413,1899429,3,51800
472,3333,3221987,3,51900
343,1394,1564033,3,52000
263,2426,2045072,3,52300
122,1399,1275868,3,52500
239,1727,1859213,3,52600
344,2640,2149333,3,52700
271,680,969594,3,52800
322,1081,1026139,3,52900
375,1215,1287726,3,53000
274,1679,2206050,3,53100
296,995,1191594,3,53200
535,1841,1774831,3,53300
418,1357,1487505,3,53400
274,1281,1209621,3,53500
198,858,1101036,3,53700
267,2281,2273650,3,53800
49,822,1000358,3,53900
428,1629,1807693,3,54200
74,182,223214,3,54300
450,1363,1535342,3,54400
26,2292,2483226,3,54500
282,2514,2688510,3,54600
187,2671,3166550,3,54700
363,804,1033768,3,54800
219,2476,2462115,3,54900
302,1611,1747235,3,55000
394,2929,2491907,3,55100
276,1519,1580458,3,55200
294,1670,1404282,3,55300
315,1810,1776546,3,55400
254,4623,4564399,3,55500
395,1411,1632579,3,55600
191,1326,975876,3,55700
342,956,1049384,3,55800
366,1541,1845898,3,56000
509,1771,1590724,3,56100
461,533,761526,3,56200
434,3642,3001338,3,56300
511,1034,1057355,3,56400
425,1927,1707537,3,56500
393,986,983473,3,56600
366,509,497011,3,56800
277,870,691086,3,56900
301,1473,1529216,3,57000
592,2163,1754550,3,57100
4,2204,2233841,3,57200
374,1264,1059853,3,57300
583,846,793752,3,57400
473,2602,2079519,3,57500
458,946,1026979,3,57600
383,1149,1233463,3,57800
305,624,518630,3,57900
355,1261,1162858,3,58000
368,1057,1071081,3,58200
403,1512,1442512,3,58400
448,761,733800,3,58600
287,1520,1433311,3,58800
332,932,799137,3,58900
320,659,584144,3,59000
476,1920,1582307,3,59100
406,1710,1609831,3,59200
364,982,897756,3,59300
1066,2957,2812670,3,59401
921,2031,1850767,3,59402
206,1164,1184247,3,59600
454,1332,1314566,3,59800
770,2834,2937756,3,60000
220,1483,1272400,3,60600
262,1758,1679251,3,60800
80,2325,2781834,3,61002
230,637,510299,3,61003
367,3451,2954004,3,61004
264,497,812591,3,61200
419,599,912195,3,61600
482,683,1156234,3,62000
378,1481,1408022,3,62200
386,1130,1129553,3,62600
2249,1911,2026924,3,62800
202,710,710196,3,63200
407,454,502572,3,63600
384,637,613402,3,63800
437,525,630851,3,64000
344,1050,1256772,3,64200
534,871,852441,3,64400
539,674,728495,3,64600
442,629,709781,3,64800
333,484,575959,3,65000
379,435,467732,3,65200
500,555,639676,3,65400
617,623,678906,3,65600
536,743,665634,3,65800
500,620,674123,3,66000
410,582,531790,3,66200
5,0,0,3,66600
498,1003,812545,3,67000
315,413,385415,3,67200
500,596,670479,3,67400
390,515,483173,3,67600
465,826,899430,3,67800
482,576,561300,3,68000
597,814,779514,3,68200
255,673,670838,3,68600
461,587,605017,3,68800
480,607,708117,3,69000
503,762,807922,3,69200
424,1403,1516787,3,69601
1187,2253,2554112,3,69602
422,545,673135,3,69800
410,716,724072,3,70000
1902,2529,3557353,3,70201
10,0,0,3,70202
1,0,0,3,70203
764,1060,1219407,3,70600
288,617,679813,3,72000
577,887,789485,3,72200
412,610,559684,3,72400
556,624,716321,3,72600
457,1420,1363906,3,72800
485,680,733105,3,73000
429,654,699389,3,73200
366,485,584478,3,73400
362,1140,1108853,3,73600
438,1101,1129821,3,73800
382,1041,1090444,3,74000
504,924,1096237,3,74200
500,625,881022,3,74400
410,663,727890,3,74600
347,675,934852,3,74800
460,948,1268861,3,75000
302,337,839271,3,75200
345,442,790850,3,75400
350,676,939361,3,75600
408,775,1139157,3,75800
294,1121,1528788,3,76000
258,1670,1998505,3,76200
181,1489,1737397,3,76400
112,758,946867,3,76600
461,1627,1788555,3,76800
254,1014,1221621,3,77000
360,1194,1598545,3,77200
165,1144,1204027,3,77400
348,1629,1634022,3,77600
470,606,754647,3,78000
345,1563,1307058,3,78200
396,715,890724,3,78400
318,1750,1673773,3,78600
283,1307,1114718,3,78800
438,1844,1863040,3,79000
436,1400,1360875,3,79200
274,837,708999,3,79400
225,1888,1883164,3,79601
157,1971,2074003,3,79602
287,1280,1576231,3,79801
106,2690,2500929,3,79802
565,1413,1564153,3,80000
395,1864,1931797,3,80200
406,1350,1259121,3,80400
367,1227,1222846,3,80600
17,502,575092,3,80800
229,1082,949791,3,81000
414,914,879610,3,81400
318,944,935917,3,81600
237,2296,2195179,3,81800
215,2253,2138647,3,82000
249,3536,3266364,3,82200
522,1979,1762141,3,82400
587,2050,1772010,3,82600
384,1410,1306976,3,82800
346,2250,1981089,3,83000
429,709,715697,3,83200
409,541,565749,3,83400
417,710,520009,3,83600
531,693,740635,3,83800
450,683,741556,3,84000
445,666,630774,3,84600
372,562,574366,3,84800
361,459,454851,3,85000
2,0,0,3,85200
381,744,605042,3,85400
379,1407,1276616,3,85600
401,788,753304,3,85800
460,1136,1099197,3,86000
367,1111,1037842,3,86200
354,741,702318,3,86400
391,1239,1090037,3,86600
412,1170,1071354,3,86800
390,1130,993940,3,87000
381,1019,1009452,3,87200
300,1393,1122685,3,87401
254,716,631128,3,87600
227,929,793243,3,87800
349,1240,1136456,3,88000
455,2533,2377431,3,88200
441,1897,1608186,3,88400
300,1684,1425719,3,88600
387,1417,1261154,3,88800
387,2212,1879850,3,89000
214,1568,1324753,3,89200
496,1217,1157988,3,89400
310,1549,1279023,3,89600
346,683,675949,3,89800
408,2007,1965651,3,90000
467,1223,1271764,3,90200
197,1660,1546775,3,90600
294,2046,1250727,3,90800
57,2316,1804944,3,91000
9,2335,3080697,3,91200
418,1757,1617610,3,91600
368,977,982812,3,91800
449,1105,1060158,3,92000
170,1252,1237483,3,92200
371,1050,1030538,3,92400
365,1011,830687,3,92800
477,847,702382,3,93000
374,386,355938,3,93200
517,894,649875,3,93400
307,619,512792,3,93600
330,882,818800,3,93800
550,1063,1127321,3,94401
2,1188,987444,3,94402
401,729,557383,3,94600
462,917,954480,3,95000
715,1413,1553603,3,95400
569,1212,1209106,3,95600
568,1124,1070300,3,95800
130,1,1170,3,96000
307,493,459670,3,96200
401,739,651479,3,96400
418,715,643940,3,96600
300,427,424193,3,96800
358,667,615033,3,97000
370,559,463855,3,97400
8,1620,1306094,3,98200
327,582,619588,3,98400
450,893,727794,3,98600
400,969,769009,3,98800
298,471,415688,3,99000
315,578,551597,3,99200
284,617,594279,3,99400
565,1114,1096395,3,99600
533,1244,1237382,3,99800
373,938,842588,3,100400
461,835,649597,3,100600
379,679,540030,3,100800
430,721,648928,3,101000
457,736,487669,3,101200
459,755,491384,3,101400
272,451,451671,3,101600
279,782,636972,3,101800
410,598,636840,3,102000
402,721,601253,3,102200
363,626,615515,3,102400
410,854,903392,3,102600
245,501,496159,3,102800
7,1610,1526800,3,103400
10,4784,4106480,3,105801
60,3170,3768099,3,105804
417,1099,1346920,3,107000
442,1750,1455863,3,107800
406,635,556028,3,109800
647,1713,1437412,3,110400
6,1899,1996702,3,110600
2,1316,924881,3,111000
556,996,996493,3,111600
418,1011,923785,3,111800
441,1063,951743,3,112000
410,1111,945616,3,112200
509,1327,1213248,3,112400
390,1436,1370359,3,112600
553,1406,1233326,3,112800
504,1572,1504442,3,113000
448,900,958453,3,113200
137,792,838758,3,113400
293,510,536242,3,114201
242,786,798442,3,114202
520,759,658751,3,114400
408,849,853952,3,114600
453,889,829263,3,115000
441,960,972721,3,115200
207,1750,1713968,3,115600
462,1012,944487,3,115800
358,854,802224,3,116000
470,799,798988,3,116200
556,978,916926,3,116400
444,1022,926167,3,116600
336,650,566851,3,116800
267,526,559072,3,117000
327,669,768275,3,117201
468,1109,1023766,3,117202
542,1117,1133697,3,117400
319,741,726882,3,117601
397,878,853599,3,117602
234,444,398092,3,117800
12,0,0,3,118000
381,779,745325,3,118201
363,827,762518,3,118202
655,1355,1268980,3,118400
395,753,725788,3,118600
510,1188,1064951,3,118800
282,585,518098,3,119000
487,1136,963012,3,119200
549,1299,1167663,3,119400
696,1815,1517534,3,119600
567,1008,886402,3,119800
275,726,652207,3,120000
224,437,418655,3,120200
811,2119,1908546,3,120800
2,1444,1136208,3,121000
4,1919,1647240,3,121400
748,2056,1913151,3,122000
467,1626,1967116,3,123700
558,1106,993736,3,150200
540,1153,1899138,3,152200
1217,56,43288,4,0
208,6236,6027627,4,100
469,909,898290,4,200
683,1241,1197729,4,400
655,1105,1031381,4,600
680,3822,3461621,4,700
640,996,982530,4,800
550,987,991463,4,1000
581,1254,1401583,4,1200
589,1189,1263480,4,1400
528,779,842237,4,1600
486,896,955064,4,1800
405,9670,8414827,4,1900
325,510,572440,4,2000
312,725,757685,4,2200
326,661,699729,4,2400
6,3149,2174450,4,2500
352,622,778802,4,2600
472,974,932328,4,2800
263,431,520400,4,3000
233,1017,822196,4,3100
306,474,473716,4,3200
438,2719,2263569,4,3300
417,639,611672,4,3400
516,983,873132,4,3600
21,337,366098,4,3700
365,733,692787,4,3800
214,452,412590,4,3900
345,709,679004,4,4001
196,393,363613,4,4002
565,1122,994788,4,4200
65,1064,893644,4,4300
524,969,941589,4,4401
185,1543,1834422,4,4500
168,1633,1370780,4,4700
2,0,0,4,5000
222,961,806698,4,5100
375,825,694907,4,5200
514,2589,2073368,4,5300
1109,1660,1600756,4,5400
199,626,358634,4,5500
330,1949,1476227,4,5700
1233,2040,1890137,4,5800
445,1959,1544591,4,5900
516,3309,2317238,4,6100
116,2956,2861333,4,6201
766,2278,2443156,4,6202
557,2904,2300770,4,6300
264,1968,1531689,4,6501
441,1911,1571888,4,6502
449,2396,2070824,4,6900
405,2042,1650664,4,7100
206,2429,1925959,4,7300
188,2330,1876205,4,7500
200,996,791708,4,7700
320,1493,1228936,4,7900
163,800,704556,4,8100
329,1312,1150113,4,8300
297,416,314798,4,8500
630,955,954625,4,8600
89,2533,2037352,4,8700
806,1205,1213689,4,8800
246,1276,1099560,4,9100
482,842,807444,4,9400
343,1014,883713,4,9500
607,836,859536,4,9600
615,1628,1274735,4,9700
408,767,712232,4,9800
3,0,0,4,9900
615,892,987326,4,10000
488,1149,932447,4,10100
502,736,813515,4,10200
473,1886,1498786,4,10300
554,890,917120,4,10400
227,1756,1348591,4,10500
489,866,881513,4,10600
26,0,0,4,10701
456,801,832958,4,10800
454,848,826313,4,11000
425,1233,1055993,4,11100
403,734,715588,4,11200
406,1921,1543175,4,11300
220,379,341484,4,11400
397,1169,939606,4,11500
339,587,614183,4,11600
634,1750,1422075,4,11700
384,668,697909,4,11800
234,815,610603,4,11900
344,628,655710,4,12000
387,954,862585,4,12100
425,858,914048,4,12200
773,1363,1216204,4,12301
398,781,834934,4,12400
216,762,617591,4,12500
388,727,722644,4,12601
427,754,757626,4,12602
322,720,843096,4,12800
307,552,716905,4,13000
286,662,769897,4,13200
169,2857,2844956,4,13400
356,645,583670,4,13500
179,922,990828,4,13600
281,817,737008,4,13700
272,1492,1493555,4,13800
436,1512,1512987,4,14000
267,727,544282,4,14100
531,1316,1239276,4,14201
473,654,615865,4,14202
368,1810,1354640,4,14300
306,583,574367,4,14400
388,1030,816574,4,14500
403,1407,1147772,4,14700
342,534,564501,4,14800
283,1042,855145,4,14900
380,607,639001,4,15000
334,1233,938892,4,15100
436,735,719739,4,15200
318,998,813348,4,15300
332,641,613777,4,15400
387,1028,854389,4,15500
510,823,847136,4,15600
100,778,530108,4,15700
681,992,987597,4,15801
791,1198,1138709,4,15802
397,1998,1506993,4,15900
260,848,717840,4,16100
161,1706,1425059,4,16300
597,842,839037,4,16400
562,927,863599,4,16600
546,773,744629,4,16800
490,2419,2012943,4,16900
493,707,669687,4,17000
106,0,0,4,17100
450,616,576861,4,17200
507,671,652471,4,17400
443,622,620435,4,17600
434,572,542462,4,17800
201,444,329740,4,17900
259,349,319177,4,18000
145,1728,1421335,4,18101
101,2052,1742343,4,18102
604,703,713164,4,18200
414,2762,2227047,4,18300
368,646,692661,4,18401
501,636,635121,4,18402
183,1633,1371002,4,18501
153,1578,1335989,4,18502
390,500,502059,4,18600
483,1118,912783,4,18700
299,404,426721,4,18800
334,1406,1136857,4,18900
529,639,633190,4,19000
520,668,640865,4,19200
645,824,847940,4,19400
467,834,834629,4,19600
495,914,866151,4,19800
291,219,166804,4,19900
316,417,445179,4,20200
472,605,586164,4,20400
339,358,280389,4,20500
295,529,509664,4,20600
548,1635,1168511,4,20800
336,675,642879,4,21200
629,2090,1930110,4,21400
229,1758,1633061,4,21600
188,3,1792,4,21900
273,3017,2769400,4,22001
513,2675,2534570,4,22002
19,0,600,4,22900
337,499,580923,4,23000
463,1863,1834930,4,23200
461,2486,1722443,4,23500
230,1312,1269411,4,23600
249,1580,1361964,4,23800
248,2149,1872989,4,24000
1067,1879,1854757,4,24300
356,2261,2265507,4,24500
27,0,0,4,24600
154,549,433196,4,24700
412,2151,1879387,4,24900
413,2306,2075542,4,25100
194,2059,1585045,4,25301
142,1256,1003165,4,25302
1163,2725,2607915,4,25400
307,537,533675,4,25500
264,563,476222,4,25700
421,550,593992,4,25800
324,1157,1047736,4,25900
311,839,868531,4,26000
477,9033,1855538,4,26100
328,398,406532,4,26200
471,2129,1767961,4,26300
511,810,754809,4,26400
338,1600,1338785,4,26500
308,777,716286,4,26600
293,2076,1712669,4,26700
205,1565,1345918,4,26901
138,1434,1245132,4,26902
419,516,505855,4,27000
242,2646,2348566,4,27100
436,549,543797,4,27200
319,2377,2084065,4,27300
406,561,525291,4,27400
376,2031,1935107,4,27500
256,367,386710,4,27600
275,2764,2458882,4,27700
167,1275,1316479,4,27800
246,2319,2192268,4,27900
374,514,544384,4,28000
190,2419,2494578,4,28100
420,514,565157,4,28200
164,3157,2798194,4,28300
797,1063,1119466,4,28400
131,2185,2389378,4,28500
126,2840,2705825,4,28700
1053,1357,1323904,4,28800
292,2094,1972811,4,28900
460,2401,2203250,4,29100
224,367,324970,4,29300
1386,2291,2137883,4,29400
276,1675,1438175,4,29500
551,764,729305,4,29700
17,0,72705,4,29900
1036,1298,1336185,4,30600
1004,2771,2296235,4,30902
996,1894,1817814,4,30903
517,1134,1082437,4,30904
819,2583,2322375,4,31700
954,1132,1174293,4,32000
476,1049,951584,4,32700
516,765,828193,4,32800
756,982,1001801,4,32900
1464,1981,2115318,4,33000
772,1349,1402500,4,33401
336,6247,7120865,4,33402
497,873,854949,4,33700
358,1076,1041643,4,33900
547,947,842103,4,34700
315,1456,1357365,4,35100
685,738,812059,4,35200
376,727,627200,4,35300
841,1256,1249379,4,35700
933,1289,1434885,4,35800
374,746,641161,4,36100
327,649,543867,4,36300
444,895,786538,4,36500
735,982,1048014,4,36600
498,786,835228,4,36700
568,777,908976,4,36800
307,490,624090,4,37100
322,772,718655,4,37300
325,1014,885849,4,37500
1532,1948,1971141,4,37600
353,893,809680,4,37700
541,1386,1261860,4,37900
534,1765,1625063,4,38100
131,0,0,4,38301
26,0,0,4,38302
645,845,838985,4,38400
706,1025,1111190,4,39400
375,479,615034,4,39800
347,1119,875313,4,39900
342,419,565846,4,40000
540,1761,1536249,4,40100
375,438,568602,4,40200
502,1631,1422316,4,40300
853,1293,1369765,4,40400
265,775,623353,4,40500
561,1773,1481996,4,40700
368,1201,1007321,4,40900
413,885,743795,4,41100
393,1118,997044,4,41300
781,1301,1347502,4,41400
392,1074,929842,4,41500
714,756,1091534,4,42400
7,0,0,4,42600
451,1263,1126323,4,42700
325,397,496858,4,43200
443,513,572216,4,43400
250,896,811659,4,43701
329,2311,2179078,4,43702
462,1258,1021527,4,43900
829,1192,1146463,4,44000
230,1589,1378759,4,44301
448,1440,1331737,4,44302
696,1175,1139614,4,44400
137,1197,1139429,4,44601
228,1751,1312720,4,44602
325,726,785940,4,44800
399,570,642372,4,45000
86,199,231385,4,45200
359,1449,1444640,4,45400
27,4617,4430257,4,45500
230,309,418551,4,45600
380,1078,1076973,4,45700
277,679,868281,4,45800
402,1073,1049866,4,45900
281,1937,1549174,4,46000
308,752,730256,4,46100
516,2410,2176516,4,46200
346,1072,968932,4,46300
198,519,762885,4,46400
345,972,861858,4,46500
135,1499,1404728,4,46600
319,2025,1854951,4,46700
560,1218,1170409,4,46800
275,2629,2433162,4,46900
588,842,889968,4,47000
355,1416,1254815,4,47100
566,1332,1676252,4,47200
260,2123,1881587,4,47300
581,1808,1673631,4,47500
455,459,969807,4,47600
691,2257,2428532,4,47800
791,2110,1755385,4,47900
484,660,768820,4,48000
265,1851,1514171,4,48100
277,412,597747,4,48200
466,1283,1213240,4,48300
980,1534,1552801,4,48400
469,1753,1751752,4,48500
387,793,520211,4,48900
543,1813,1684068,4,49200
483,770,775538,4,49301
554,1042,943176,4,49302
261,523,520148,4,49500
707,875,984061,4,49600
611,1035,990519,4,49700
910,1636,1433887,4,49900
334,1925,1484466,4,50000
294,407,538342,4,50201
314,402,512863,4,50202
358,508,672032,4,50400
293,654,628999,4,50500
364,427,618016,4,50600
847,1364,1375882,4,50700
425,657,699947,4,50800
369,468,560167,4,51000
550,856,896603,4,51100
645,747,937575,4,51200
504,861,874517,4,51300
525,1330,1305316,4,51500
434,579,671450,4,51600
460,835,757572,4,51700
487,584,665001,4,51800
381,426,543956,4,52000
467,729,634860,4,52100
380,420,525108,4,52200
425,537,666741,4,52400
476,799,724694,4,52500
443,562,628314,4,52600
355,499,529197,4,52800
569,663,739536,4,53000
755,1301,1101827,4,53100
479,550,644648,4,53200
475,605,677640,4,53401
312,407,320628,4,53500
396,462,598599,4,53601
376,454,583062,4,53800
700,1425,1265504,4,53900
918,1192,1329207,4,54000
1199,1462,1682072,4,54200
304,1336,1091170,4,54500
387,1412,1289311,4,54700
539,606,727681,4,54800
390,1693,1504536,4,54900
401,1758,1608387,4,55100
457,1025,1027801,4,55200
278,1108,931621,4,55300
511,721,788707,4,55400
297,675,610172,4,55500
560,632,740122,4,55600
489,1374,1280294,4,55700
441,494,629541,4,55800
177,397,313600,4,55900
385,475,554831,4,56000
22,0,0,4,56100
353,422,506157,4,56200
311,561,645828,4,56400
317,562,502083,4,56500
350,447,568747,4,56600
998,1602,1660986,4,56700
989,1399,1541313,4,56800
544,1407,1292073,4,57700
193,709,607033,4,57900
883,1006,1188608,4,58000
375,1077,995270,4,58100
1035,1226,1387156,4,58200
481,1332,1269586,4,58300
556,1533,1442633,4,58500
427,1348,1262870,4,58700
402,1668,1421566,4,58900
314,351,382052,4,59000
611,2053,1707786,4,59100
325,352,384214,4,59200
622,1676,1586219,4,59300
468,492,562949,4,59400
792,1825,1613138,4,59500
398,434,543455,4,59600
450,541,611817,4,59800
369,620,593841,4,59900
364,379,459771,4,60000
433,853,772399,4,60100
405,688,643860,4,60300
406,442,498205,4,60600
3,2,1512,4,60701
364,444,503975,4,60800
352,374,437541,4,61000
460,471,572664,4,61200
763,2050,1978310,4,61301
2,0,0,4,61302
332,346,414040,4,61400
662,667,813710,4,61601
386,359,479645,4,61602
282,686,658503,4,61800
595,1176,1038889,4,61900
471,479,666488,4,62000
590,1108,1015519,4,62100
594,619,754621,4,62200
402,821,756874,4,62300
2,0,0,4,62400
524,1008,942838,4,62500
742,851,908186,4,62600
533,1103,1076347,4,62700
480,1200,1105711,4,62900
493,502,654555,4,63000
611,641,833941,4,63200
355,614,591510,4,63301
407,640,643103,4,63302
565,1067,1117317,4,63500
934,1266,1416596,4,63700
946,984,1200767,4,63800
488,1175,1248993,4,63900
48,964,1081694,4,64101
2,0,0,4,64102
567,786,797756,4,64500
774,921,1134390,4,64600
737,838,1116032,4,65000
646,892,963323,4,65400
2,0,0,4,65501
931,1469,1597860,4,65600
337,779,751953,4,65702
696,1141,1174940,4,65703
494,746,758460,4,65900
695,987,1109801,4,66000
449,674,679322,4,66100
847,1017,1207153,4,66300
1899,3016,3153613,4,66400
820,1484,1506872,4,66501
754,1114,1119042,4,66701
488,769,815123,4,66900
818,867,980443,4,67100
583,744,852974,4,67700
437,1735,1474913,4,67900
1101,1488,1620732,4,68000
314,384,433296,4,68200
68,1606,1674067,4,68300
420,1889,1800106,4,68700
639,992,1051593,4,69000
162,1315,1255421,4,69300
673,1016,1082178,4,69400
425,953,1097609,4,69500
109,1991,1727938,4,69701
817,1499,1762081,4,69702
526,881,911657,4,70300
654,998,1163471,4,70700
598,1094,1165700,4,70900
452,2939,2645776,4,71100
41,2777,2797388,4,71303
62,2934,3243266,4,71304
101,2569,2731969,4,71305
249,3017,2855525,4,71306
7,0,0,4,71600
75,2810,2728212,4,71701
41,2127,2042672,4,71702
306,1014,991304,4,71900
255,2334,2272233,4,72100
642,841,1694591,4,72300
435,526,667110,4,72900
510,598,720620,4,73100
227,1242,1413990,4,73700
130,2955,3346062,4,73900
141,1621,1750101,4,74100
333,1858,1796416,4,74300
162,1599,1451459,4,74500
307,1407,1431227,4,74700
564,581,1363615,4,74900
104,2726,2554507,4,75701
332,2470,2914646,4,75702
241,2220,2421919,4,76901
89,681,713066,4,76902
114,1183,1382870,4,77300
262,1002,1306268,4,77500
1183,1782,2330606,4,77902
124,1199,1133743,4,77903
917,2289,2351281,4,77904
60,1242,1190199,4,77905
297,1507,1480192,4,77906
372,1061,1052869,4,77907
78,1475,1369626,4,77908
472,555,541207,4,78800
541,797,776104,4,79000
544,1064,759290,4,79200
1,0,0,4,79300
94,3018,2738947,4,79701
229,1766,1613469,4,79702
564,1103,1171469,4,79900
691,1325,1359008,4,80301
892,1181,1239707,4,80302
624,2809,2714550,4,80900
856,1049,1037170,4,81400
721,1038,1028277,4,81800
1292,1740,1762251,4,83700
1064,1538,1622627,4,83800
1328,1962,1985787,4,84000
296,2041,1874470,4,84500
566,902,969050,4,84601
210,259,269254,4,84602
362,2852,2451566,4,84900
129,2253,2114990,4,85300
53,2695,2394099,4,85500
110,2051,1877395,4,85700
152,2249,2015343,4,85900
196,971,985014,4,86100
115,2729,2364283,4,86300
517,742,1585281,4,86400
106,2395,1741527,4,86500
467,1024,887301,4,86900
280,1673,1617708,4,87100
2483,2887,3316474,4,88400
525,4627,4389634,4,88901
2552,2540,4266636,4,89200
434,469,463226,4,90700
35,2838,2411300,4,91601
2,0,0,4,91602
16,9,22154,4,91800
928,1740,1678460,4,91900
812,893,1673448,4,92200
671,1231,1166583,4,92500
1049,1403,2101044,4,92800
1296,2317,2615669,4,92900
815,1804,1753182,4,93401
525,2012,1865938,4,93402
324,2442,2045618,4,93800
914,1748,1954032,4,93900
360,1332,1460360,4,94201
635,1840,1833645,4,94202
176,2761,2959671,4,94203
1230,1432,2267789,4,94500
531,824,823569,4,94700
1113,2151,2139792,4,95400
1048,1934,2074227,4,96400
19,1091,1060148,4,97202
485,2468,2289567,4,97203
323,1199,1207368,4,97204
689,760,1165188,4,97300
785,853,1430590,4,98100
768,951,1280979,4,98700
1218,3021,4667963,4,99100
551,1557,1483225,4,99200
518,1290,1375579,4,99701
450,2036,2516218,4,99703
143,4007,4292514,4,99704
252,1107,1349539,4,99705
570,2504,2339014,4,99801
456,2772,2177952,4,99802
1,0,0,4,99900
554,640,937022,4,100801
1166,2397,2907286,4,100802
728,3270,3398477,4,101001
677,1777,2203226,4,101002
1262,2482,2728684,4,101700
607,1205,1433981,4,102900
515,2008,2043581,4,103201
750,1896,2359330,4,103202
1120,1574,1850285,4,103300
1500,2258,2629402,4,103900
1329,2874,3173523,4,104700
1184,1328,1757351,4,105900
1130,977,1198660,4,107201
7,0,0,4,107202
700,954,1181648,4,108500
1048,1095,1828060,4,109300
551,706,960623,4,109700
936,1208,1268672,4,109900
758,876,1425228,4,111300
422,794,849829,4,112300
485,914,1177970,4,112900
375,653,725464,4,113300
649,1449,1503348,4,113900
812,878,1326179,4,114100
527,625,988836,4,114700
349,394,705633,4,115100
350,702,820789,4,115500
486,1300,1426766,4,115700
429,1423,1608943,4,115900
152,1600,1523744,4,116100
319,2978,2751615,4,116300
259,656,622216,4,116700
502,992,1134991,4,117100
820,1995,2269184,4,117500
394,743,743152,4,118100
293,709,736910,4,118500
329,744,838312,4,118700
392,703,787238,4,118900
524,1083,1103755,4,119100
419,767,892044,4,119300
345,444,539710,4,119500
359,463,653867,4,119900
325,485,561595,4,120100
345,491,603451,4,120300
375,1007,943041,4,120500
688,922,1105299,4,120700
10,0,0,4,121100
884,1368,1343084,4,121500
856,1184,1450955,4,122300
643,4415,4406058,4,122701
194,2900,2856775,4,122702
1055,1296,1588919,4,124100
1083,1192,1616089,4,124700
546,1102,1063136,4,125700
395,578,557288,4,126500
603,682,1339203,4,126700
1214,1189,2602173,4,127700
6,0,0,4,128300
1005,1274,2072492,4,129102
280,2138,2213253,4,129103
454,1928,1970701,4,129104
571,1582,1896379,4,130100
1153,1364,1908904,4,133300
440,466,639448,4,133900
908,1080,1404812,4,134100
371,4006,3871045,4,134700
771,2145,2355420,4,136700
625,2438,2508160,4,137700
994,1491,2036310,4,138501
8,0,0,4,138502
551,578,824917,4,139900
736,785,981408,4,140300
277,322,413219,4,140901
726,886,1161708,4,140902
1254,1573,1948359,4,141700
1047,1303,1646152,4,142900
635,761,967837,4,143500
584,1193,1258422,4,144100
736,1023,1041651,4,144700
394,500,573454,4,145101
611,851,919585,4,145102
771,963,1191580,4,145900
450,1014,1024637,4,146300
400,1343,1280891,4,146700
682,1339,1534502,4,147100
1092,1714,2036059,4,147900
1079,1084,2321710,4,148300
1012,1118,1895028,4,150701
963,1220,1912447,4,150702
644,2345,2877252,4,152901
771,2280,2513904,4,152902
1,1844,2690565,4,155101
540,3588,3094181,4,155102
121,250,242600,4,156700
1831,2550,2811337,4,157101
429,576,652897,4,157102
1350,1759,2153590,4,157901
1112,1108,1616296,4,157902
1175,1369,1680550,4,157903
1382,1514,1797321,4,161700
1416,2064,2264966,4,162100
1683,33,48605,5,0
175,1208,1250856,5,300
546,1337,1389599,5,600
283,2290,2242846,5,700
1566,1953,2183800,5,800
365,843,904721,5,900
684,1453,1530092,5,1100
419,664,766232,5,1700
1,0,0,5,1800
486,1253,1363552,5,2001
627,1094,1300943,5,2002
1054,2147,1846090,5,2100
287,478,453995,5,2700
855,1972,1859015,5,2900
