"lon","lat","boro_ct201","avg_price_1y","sd_price_1y","med_price_1y","n_sales_1y","avg_price_3y","sd_price_3y","med_price_3y","n_sales_3y","avg_price_5y","sd_price_5y","med_price_5y","n_sales_5y","year","n_bldgs","res_units","res_area","bldg_age"
-73.87687952,40.68477994,"3117601",294.957655450242,139.971098211834,278.073645769933,10,265.497973104237,109.194504563329,251.422048271363,30,240.049664935181,97.356974358436,225.550318997656,58,2017,319,741,726882,102.269841269841
-73.858289,40.84080164,"2021001",190.255565973299,30.2117259822806,187.580508921972,116,183.341314823896,223.199740776941,168.238993710692,311,167.838592401758,186.636499773358,157.894736842105,459,2017,8,3985,2907433,81.4285714285714
-73.86109169,40.84370876,"2023800",236.170748433097,54.1974230393756,222.448573656506,22,220.722457538671,70.5801281687853,213.771817794806,62,217.518362261568,85.0060996287341,207.791402953586,98,2017,387,841,807478,88.771978021978
-73.85521323,40.83567783,"2022200",208.83700272404,219.407400281922,132.157894736842,14,185.938036811889,146.952895337519,136.479610867031,40,217.3125256147,257.041401554211,148.856157944218,65,2017,281,1245,1157996,81.5580524344569
-74.03089774,40.63468633,"3003600",339.762090012969,147.098402292884,306.457934783198,43,313.299006885151,145.580476667537,279.222222222222,145,281.941549397074,138.325182859118,234.043123931624,238,2017,266,1895,1974668,86.6315789473684
-74.02623032,40.63517484,"3006800",463.21616417952,213.980355095367,399.385560675883,15,427.240785609381,171.30856187594,392.572944297082,47,388.463708510272,160.669300916086,364.264919941776,79,2017,480,1834,1625890,96.898947368421
-73.77241531,40.75688021,"4144700",557.46194391857,253.594435184856,543.478260869565,27,486.569344281641,233.703143544249,489.510489510489,59,456.757724341174,196.727259236443,454.35298102981,96,2017,736,1023,1041651,63.1366197183099
-73.92567263,40.75695441,"4005700",545.931061849037,203.093175636083,481.425839934444,3,376.622836387843,189.810978310405,343.940102948058,9,335.507962733914,147.953817641242,297.871116496923,22,2017,330,1949,1476227,83.5123456790123
-73.9239254,40.75970035,"4005900",749.568612820202,341.77011465812,648.915816326531,8,636.927731418185,327.719546929473,537.109375,15,501.487559916478,283.963777508064,440.47619047619,29,2017,445,1959,1544591,84.4897025171625
-73.75127934,40.72320314,"4054800",331.486510324354,105.825433974896,363.636363636364,15,334.471279975727,83.0804577761556,337.412173576217,44,312.915016014493,86.4076243613312,322.916666666667,75,2017,539,606,727681,85.4547169811321
-73.87603605,40.73728371,"4047300",446.867260921706,173.494252955837,448.532454175296,41,397.828598346565,146.942860936209,416.020682756386,177,439.89640508178,912.76512425693,397.844372120546,239,2017,260,2123,1881587,52.6787148594378
-73.83124409,40.85221023,"2030000",252.217593737073,98.5433784879786,234.920634920635,25,312.443863490025,656.997622937392,212.486772486773,98,269.941458741459,513.303287407268,207.792207792208,163,2017,771,2671,2490739,74.4533333333333
-73.91759666,40.76003486,"4015500",550.415836800227,283.925765935053,543.544401585261,6,582.496326026195,267.46366069247,616.161616161616,15,502.19223182597,243.05210697258,466.216216216216,33,2017,387,1028,854389,82.238845144357
-73.9219253,40.75501508,"4015700",794.29456722602,293.686688140195,885.245901639344,3,791.162057976312,193.775048312583,785.6093979442,7,718.64654773819,249.290407783151,728.861516034985,9,2017,100,778,530108,79.8804347826087
-73.91834232,40.75578661,"4015900",519.756270711126,344.235047188971,474.263772531099,4,462.267709557466,264.854499067737,443.097014925373,11,415.771410503032,206.503807899914,406.169680403701,24,2017,397,1998,1506993,85.4081632653061
