"boro_ct201","violation_rate","felony_rate","misdemeanor_rate"
"3030400",6.07334734875029,13.0810558280776,16.1177295024527
"3030500",5.22616687691476,20.1838169039467,30.4559380068481
"3030600",5.48628428927681,7.48129675810474,15.4613466334165
"3030700",23.3274647887324,37.1919014084507,67.7816901408451
"3030800",5.13083632632119,14.8794253463315,18.9840944073884
"3030900",15.3933865450399,42.1892816419612,75.2565564424173
"3031100",16.590187080833,30.0035298270385,48.0056477232616
"3031300",5.37865748709122,19.578313253012,29.6901893287435
"3031400",3.52112676056338,9.24295774647887,18.2658450704225
"3031500",8.11594202898551,31.1111111111111,50.2415458937198
"3031701",6.4083891639965,16.8948441596271,24.4683949898048
"3031702",9.51531370799881,16.6517989889979,29.4380017841213
"3031900",7.98175598631699,14.2531356898518,19.6693272519954
"3032100",11.7976404719056,27.3945210957808,37.7924415116977
"3032300",8.72256612267867,17.4451322453573,25.0422059651097
"3032500",8.7431693989071,15.4566744730679,34.6604215456674
"3032600",15.4001151410478,27.7777777777778,78.7276914219919
"3032700",8.5499316005472,20.5198358413133,41.0396716826265
"3032800",15.2963671128107,22.3072020395156,44.9330783938815
"3032900",13.4360444285202,14.8692225008957,29.7384450017915
"3033000",12.2084150861129,22.4547634619577,43.6014824504033
"3033100",7.74336283185841,23.4513274336283,35.1769911504425
"3033300",3.67197062423501,7.09914320685434,16.156670746634
"3033500",5.73431028990124,11.1500477859191,18.1586492513539
"3033600",5.04307627652868,5.25320445471738,13.2380752258878
"3033700",8.28258221680877,21.1936662606577,26.5529841656516
"3033900",4.3418647166362,18.0530164533821,27.8793418647166
"3034000",4.8932384341637,7.56227758007117,10.2313167259786
"3034100",6.52090525508247,23.0149597238205,27.6179516685846
"3034200",13.9956936327284,20.6090433712704,37.3731159643187
"3034300",8.89982957773149,11.9295587956826,25.9420564287067
"3034500",15.1114469210427,25.3116735927465,32.1118247072157
"3034700",22.9244114002478,22.3048327137546,52.3543990086741
"3034800",14.5841545132046,31.1391407173827,119.038234134805
"3034900",8.69887099759393,16.2872478252823,38.8672959466963
"3035000",11.8325242718447,24.878640776699,47.9368932038835
"3035100",19.3604524690015,43.0715684141832,69.3930824450729
"3035200",5.61797752808989,13.6436597110754,23.2744783306581
"3035300",8.33171865917458,19.9573726022089,28.482852160434
"3035400",7.81374581406474,24.8764152447775,74.4697815340456
"3035500",8.75690081857986,15.0390253188654,28.9358461831334
"3035601",6.86813186813187,3.77747252747253,9.27197802197802
"3035602",3.60462910263707,7.77841016884842,13.6596471257826
"3035700",15.5626496408619,35.9138068635275,57.4620909816441
"3035900",14.7757255936675,22.6912928759894,48.5488126649077
"3036001",2.7976375505129,4.97357786757849,14.9207336027355
"3036002",4.58015267175572,5.85241730279898,8.65139949109415
"3036100",19.9386503067485,27.2239263803681,60.1993865030675
"3036200",8.8011417697431,17.6022835394862,57.0884871550904
"3036300",16.7964946445959,32.1324245374878,52.5803310613437
"3036400",3.74220374220374,11.2266112266112,26.1954261954262
"3036501",5.71646341463415,11.0518292682927,21.3414634146341
"3036502",13.5458167330677,34.2629482071713,44.6215139442231
"3036600",3.77595972309629,6.50304174533249,21.3971050975456
"3036700",45.9770114942529,93.4865900383142,185.44061302682
"3036900",13.8127158236847,29.4535852122689,43.2663010359537
"3037000",2.937576499388,6.11995104039168,11.015911872705
"3037100",6.31067961165049,22.0873786407767,29.368932038835
"3037300",9.51374207188161,27.2198731501057,33.8266384778013
"3037401",4.65008137642409,10.6951871657754,22.0878865380144
"3037402",4.37349661054013,7.65361906844522,15.3072381368904
"3037500",14.0893470790378,28.8659793814433,34.3642611683849
"3037700",12.0218579234973,22.1311475409836,31.6939890710383
"3037900",16.9994603345926,32.379924446843,40.4749055585537
"3038100",16.7961368885156,26.873819021625,44.9296661767793
"3038200",7.57193336698637,11.4420326434461,26.9224297492849
"3038300",10.6843042482829,18.5703383363012,26.2019842279318
"3038500",11.6890707188778,18.1180596142607,21.917007597896
"3038600",5.46448087431694,15.5306298533218,28.1852171412137
"3038700",13.4663341645885,32.4189526184539,50.8728179551122
"3038800",3.64488414475397,4.68627961468368,16.6623275188753
"3038900",18.0310133429499,63.4691669671836,85.4670032455824
"3039000",1.75284837861525,8.32602979842244,14.4609991235758
"3039100",4.77637863656101,25.1845419018671,28.658271819366
"3039200",3.99129172714078,13.0624092888244,19.9564586357039
"3039300",17.1879402648633,28.4587207664131,64.2434488588335
"3039400",3.27734535026628,10.2417042195821,24.1704219582138
