gid,boro_ct201,total_population,MRR2010,MRR20pctthreshold,strategy_code,race_total,race_white,race_black,race_native_american,race_asian,race_hawaiian,race_other,race_hispanic,language_total_pop,Total 5+,Speak only English,Speak a Language Other than English at Home,Spanish,French (incl. Cajun),Haitian,Italian,Portuguese,German,"Yiddish, Pennsylvania Dutch or other West Germanic languages",Greek,Russian,Polish,Serbo-Croatian,Ukrainian or other Slavic languages,Armenian,"Persian (incl. Farsi, Dari)",Gujarati,Hindi,Urdu,Punjabi,Bengali,"Nepali, Marathi, or other Indic languages",Other Indo-European languages,Telugu,Tamil,"Malayalam, Kannada, or other Dravidian languages","Chinese (incl. Mandarin, Cantonese)",Japanese,Korean,Hmong,Vietnamese,Khmer,"Thai, Lao, or other Tai-Kadai languages",Other languages of Asia,Tagalog (incl. Filipino),"Ilocano, Samoan, Hawaiian, or other Austronesian languages",Arabic,Hebrew,"Amharic, Somali, or other Afro-Asiatic languages","Yoruba, Twi, Igbo, or other languages of Western Africa","Swahili or other languages of Central, Eastern, and Southern Africa",Navajo,Other Native languages of North America,Other and unspecified languages,foreign_born_total,foreign_born_native,foreign_born_foreign,own_vs_rent_total,own_vs_rent_owner,own_vs_rent_rent,hosehold_size_total,household_size_owner_occupied,household_size_renter_occupied,internet_total,internet_subscription,internet_no_subscription,internet_no_access,age_total,age_less_5,age_6_15,age_16_64,age_64_over,median_income,pc_below_poverty,income_houses_total,homes_below_poverty,english_total_households,english_english,english_spanish,english_european,english_asian,english_other,bilingual,Geographic Area Name,Estimate!!Total!!Subject!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty!!Population 18 to 64 years,Estimate!!Total!!Subject!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population 18 to 64 years,Estimate!!Total!!Subject!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty!!Population 18 to 64 years,Estimate!!Total!!Subject!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 18 to 64 years,Estimate!!Total!!Subject!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 18 to 64 years,Estimate!!Total!!Subject!!DISABILITY TYPE BY DETAILED AGE!!With an independent living difficulty!!Population 18 to 64 years,hearing_difficulty,vision_difficulty,cognative_difficulty,ambulatory_difficulty,self_care_difficulty,independent_living_difficulty,resp_2010,CRRALL,CRRINT,DRRALL,DRRINT,HISTORIC_RESP_RATE,county,boro_number,diff_2020_2010
36081028900,4028900,5180,78.9,0,1,5180,1422,84,0,1827,0,82,1556,5251,4950,1205,5235,2475,0,0,0,0,0,0,0,30,445,0,0,0,0,0,0,250,0,1075,0,0,0,0,0,530,0,70,0,0,0,0,165,195,0,0,0,0,0,0,0,0,0,5180,2171,3009,2072,570,1502,2.5,1.95,2.71,2072,1577,139,356,5180,335,519,3858,713,65843,18.1,2072,375.032,2072,1432,311,268,61,0,811,"Census Tract 289, Queens County, New York",3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,75.3,60.5,52.7,0.2,0.2,69,81,4,14.8
36081113300,4113300,1758,83.2,0,0,1758,819,0,0,510,0,0,392,1788,1670,925,874,270,20,0,80,0,0,0,20,0,0,20,0,0,0,0,25,15,0,4,0,0,0,0,0,225,75,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1758,1163,595,628,502,126,2.8,2.82,2.71,628,561,6,61,1758,96,199,1188,365,101042,8.2,628,51.496,628,568,5,11,44,0,250,"Census Tract 1133, Queens County, New York",1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,79.4,64,56.1,0.3,0.1,76,81,4,15.4
36081107201,4107201,2254,72.6,1,0,2254,1985,4,0,18,0,0,235,2231,2045,1945,85,30,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2254,2120,134,772,600,172,2.91,2.93,2.86,772,675,13,84,2254,186,317,1697,225,85147,12.1,772,93.412,772,749,0,17,0,6,91,"Census Tract 1072.01, Queens County, New York",1401,1401,1401,1401,1401,1401,1401,1401,1401,1401,1401,1401,63.8,47.9,40.1,0,0,57,81,4,15.9
36081010300,4010300,4018,67,1,0,4018,2224,131,0,592,0,0,1024,3837,3610,1695,2345,920,65,0,85,0,0,0,700,0,0,0,0,0,0,0,0,0,35,165,0,50,0,0,0,30,25,0,0,0,0,0,160,55,0,55,0,0,0,0,0,0,0,4018,2508,1510,1820,423,1397,2.21,2.66,2.07,1820,1471,40,309,4018,198,294,3101,625,68490,16.7,1820,303.94,1820,1605,66,113,27,9,774,"Census Tract 103, Queens County, New York",2860,2860,2860,2860,2860,2860,2860,2860,2860,2860,2860,2860,60.4,48.5,43.8,0.1,0.1,55,81,4,11.9
36081011900,4011900,1428,57.8,1,0,1428,946,0,7,114,0,15,294,1565,1510,775,985,530,0,0,60,0,0,0,185,0,0,35,0,0,0,0,0,0,0,35,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,30,1428,970,458,678,108,570,2.11,2.18,2.09,678,551,10,117,1428,41,74,1182,172,68452,18,678,122.04,678,568,52,49,4,5,244,"Census Tract 119, Queens County, New York",1117,1117,1117,1117,1117,1117,1117,1117,1117,1117,1117,1117,51.1,47.9,42.9,0.1,0.1,49,81,4,3.2
36081013500,4013500,1500,67.3,1,0,1500,1317,7,0,44,0,0,120,1607,1490,820,765,95,20,0,160,0,0,0,265,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,20,0,0,0,0,0,0,25,0,0,65,0,0,0,0,0,0,0,1500,1004,496,587,291,296,2.56,2.82,2.29,587,493,13,81,1500,110,85,997,366,68047,8.4,587,49.308,587,550,0,33,4,0,284,"Census Tract 135, Queens County, New York",896,896,896,896,896,896,896,896,896,896,896,896,55,45,36.5,0.3,0,47,81,4,10
36081016100,4016100,2281,67.8,1,1,2281,904,25,0,445,0,18,864,2482,2375,740,2460,1675,20,0,25,60,0,0,60,70,0,25,15,0,0,0,0,0,0,145,0,0,0,0,0,270,0,0,0,0,0,0,20,25,0,20,0,0,0,0,0,0,30,2281,1031,1250,773,202,571,2.95,2.58,3.08,773,641,17,115,2281,122,212,1757,266,61080,19.6,773,151.508,773,596,102,24,45,6,386,"Census Tract 161, Queens County, New York",1652,1652,1652,1652,1652,1652,1652,1652,1652,1652,1652,1652,59.5,45,40,0.3,0.2,54,81,4,14.5
36081013600,4013600,1945,80.3,0,0,1945,1136,120,0,140,19,0,493,1981,1900,1045,1015,590,0,0,0,0,0,15,0,90,45,0,0,35,40,0,20,25,0,0,0,60,0,0,0,50,0,0,0,0,0,0,0,40,0,0,45,0,0,0,0,0,0,1945,1314,631,843,396,447,2.31,2.89,1.79,843,731,22,90,1945,92,196,1365,372,75391,21.8,843,183.774,843,710,34,70,17,12,271,"Census Tract 136, Queens County, New York",1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,74,57.9,51,0.3,0.3,68,81,4,16.1
36081014100,4014100,1783,65.7,1,1,1783,891,28,0,186,0,0,603,1822,1705,690,1125,660,0,0,30,0,0,0,55,0,0,20,80,0,80,0,0,105,0,55,0,105,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1783,1010,773,665,72,593,2.68,3.57,2.57,665,561,11,93,1783,62,144,1558,105,69453,10.5,665,69.825,665,548,37,63,6,11,294,"Census Tract 141, Queens County, New York",1403,1403,1403,1403,1403,1403,1403,1403,1403,1403,1403,1403,57.9,54.6,48.4,0,0,53.7246,81,4,3.3
36081014500,4014500,2289,67.5,1,0,2289,1496,44,0,151,0,6,565,2267,2125,820,1715,410,65,0,255,0,0,0,220,0,0,155,35,0,0,0,35,0,0,55,0,130,0,0,0,30,0,0,0,0,0,20,0,0,0,305,0,0,0,0,0,0,0,2289,1260,1029,881,288,593,2.6,2.57,2.61,881,728,0,153,2289,147,220,1682,376,68375,18.7,881,164.747,881,732,38,79,12,20,464,"Census Tract 145, Queens County, New York",1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,56.3,44.6,38.9,0.1,0.1,53,81,4,11.7
36081016300,4016300,3504,78.3,0,3,3504,592,734,0,314,0,0,1864,3558,3415,1380,3035,1765,75,0,0,0,0,0,285,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,460,0,0,0,80,0,0,260,0,0,0,0,0,0,0,0,0,0,3504,2324,1180,1731,116,1615,2.02,2.1,2.02,1731,995,234,502,3504,178,197,2217,993,21711,58.6,1731,1014.366,1731,1158,365,122,86,0,430,"Census Tract 163, Queens County, New York",2084,2084,2084,2084,2084,2084,2084,2084,2084,2084,2084,2084,76.5,55.3,30.4,0.3,0.1,72,81,4,21.2
36081018000,4018000,1210,55.1,1,0,1210,63,432,130,204,0,144,177,1457,1420,1045,430,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,1210,610,600,322,186,136,3.76,3.87,3.61,322,283,0,39,1210,58,93,1000,130,68700,15,322,48.3,322,322,0,0,0,0,47,"Census Tract 180, Queens County, New York",879,879,879,879,879,879,879,879,879,879,879,879,46.7,38.8,35.1,0,0,41,81,4,7.9
36081020600,4020600,2002,59.1,1,3,2002,209,341,0,347,0,140,951,1974,1795,600,1825,1315,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,55,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,711,1291,492,169,323,4.07,3.82,4.2,492,425,6,61,2002,165,246,1539,165,70256,7.1,492,34.932,492,390,68,34,0,0,216,"Census Tract 206, Queens County, New York",1393,1393,1393,1393,1393,1393,1393,1393,1393,1393,1393,1393,53.7,32.1,20.2,0.3,0.2,47,81,4,21.6
36081023200,4023200,5599,68.6,1,0,5599,616,985,0,2140,7,457,1047,5823,5455,2470,4080,1170,0,35,0,0,0,0,0,195,235,0,0,0,95,0,0,140,210,715,70,0,0,0,0,595,0,0,0,0,0,0,0,335,0,235,0,0,85,0,0,0,60,5599,2420,3179,1789,822,967,2.93,3.06,2.82,1789,1511,45,233,5599,314,660,3905,1103,73036,19,1789,339.91,1789,1485,96,83,101,24,864,"Census Tract 232, Queens County, New York",3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,62,45.3,38.9,0.1,0.1,54,81,4,16.7
36081012601,4012601,2909,65.6,1,1,2909,182,263,0,403,0,126,1773,2889,2710,960,2425,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,230,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,2909,1372,1537,752,301,451,3.87,3.62,4.03,752,663,0,89,2909,245,240,2355,181,72833,10.8,752,81.216,752,649,96,2,5,0,381,"Census Tract 126.01, Queens County, New York",2077,2077,2077,2077,2077,2077,2077,2077,2077,2077,2077,2077,59.2,38.9,33.2,0,0,52,81,4,20.3
36081013200,4013200,2183,64.5,1,3,2183,677,104,71,407,0,18,867,2456,2280,1195,1520,1115,0,0,0,0,0,0,0,135,0,0,30,0,0,0,35,45,75,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,2183,1227,956,634,225,409,3.43,2.96,3.69,634,532,0,102,2183,162,264,1505,320,63611,13.6,634,86.224,634,547,46,36,5,0,269,"Census Tract 132, Queens County, New York",1363,1363,1363,1363,1363,1363,1363,1363,1363,1363,1363,1363,58.7,46.2,29.5,0,0,53,81,4,12.5
36081115100,4115100,1075,86.7,0,0,1075,544,0,0,316,0,0,164,1167,1130,580,895,215,0,0,30,0,0,0,35,0,0,0,0,0,0,0,0,15,0,100,0,0,0,0,0,85,0,385,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1075,641,434,354,303,51,3.04,2.91,3.76,354,278,4,72,1075,30,104,742,271,74063,13.5,354,47.79,354,266,25,21,42,0,118,"Census Tract 1151, Queens County, New York",660,660,660,660,660,660,660,660,660,660,660,660,81.1,60.7,53.3,0.2,0,74,81,4,20.4
36081120100,4120100,1549,59.5,1,0,1549,203,50,0,1112,0,20,162,1791,1725,290,2425,205,0,0,0,0,0,0,0,0,0,50,0,0,15,0,0,100,30,0,100,25,0,15,0,1620,0,40,0,0,0,0,0,170,70,0,0,0,0,0,0,0,0,1549,593,956,425,191,234,3.62,3.77,3.49,425,333,0,92,1549,55,121,1280,160,46359,20.9,425,88.825,425,221,19,47,138,0,157,"Census Tract 1201, Queens County, New York",1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,55.2,41.8,37,0,0,49,81,4,13.4
36081120300,4120300,1554,70.4,1,0,1554,297,15,0,1123,0,0,96,1494,1470,320,1855,220,0,0,30,0,0,0,40,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,1195,0,0,0,0,0,0,120,185,0,0,0,0,0,0,0,0,0,1554,483,1071,435,317,118,3.57,3.76,3.06,435,391,6,38,1554,20,153,1043,407,63125,17,435,73.95,435,201,25,14,195,0,122,"Census Tract 1203, Queens County, New York",938,938,938,938,938,938,938,938,938,938,938,938,64.1,44.8,39.4,0.2,0.2,56,81,4,19.3
36081121500,4121500,4426,72.2,1,0,4426,647,155,0,2811,0,0,748,4543,4200,845,5200,1235,0,0,25,0,0,0,55,0,25,0,0,0,0,55,50,0,25,40,0,30,0,0,0,3225,60,160,0,0,0,0,0,150,0,65,0,0,0,0,0,0,0,4426,1836,2590,1278,812,466,3.46,3.42,3.54,1278,1085,37,156,4426,298,475,3170,705,65547,22.3,1278,284.994,1278,950,72,48,208,0,630,"Census Tract 1215, Queens County, New York",2815,2815,2815,2815,2815,2815,2815,2815,2815,2815,2815,2815,64,45.7,41.1,0.2,0.2,56,81,4,18.3
36081124700,4124700,3490,80.2,0,0,3490,1911,14,0,1455,0,0,110,3403,3305,1215,2760,0,0,0,0,0,0,0,0,1035,0,45,0,0,0,0,0,0,0,0,0,60,0,0,0,1270,0,0,0,95,0,0,0,125,0,0,130,0,0,0,0,0,0,3490,1745,1745,1117,976,141,3.11,3.13,2.95,1117,987,0,130,3490,119,417,2515,722,64744,15.3,1117,170.901,1117,942,0,105,70,0,595,"Census Tract 1247, Queens County, New York",2077,2077,2077,2077,2077,2077,2077,2077,2077,2077,2077,2077,75.4,60.4,54.1,0.1,0.1,70,81,4,15
36081136700,4136700,5985,84.9,0,0,5985,1767,28,0,3149,0,0,974,6164,5805,1935,5865,1535,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,3035,0,855,0,0,0,0,0,35,0,0,100,0,0,0,0,0,0,5985,2973,3012,2306,1887,419,2.59,2.37,3.55,2306,2006,45,255,5985,213,467,4319,1254,73026,13.5,2306,311.31,2306,1841,104,0,361,0,868,"Census Tract 1367, Queens County, New York",3827,3827,3827,3827,3827,3827,3827,3827,3827,3827,3827,3827,78.4,65.5,58.1,0.2,0.1,79,81,4,12.9
36081147100,4147100,3117,76.1,0,0,3117,1253,23,0,1470,0,19,274,3403,3190,1210,2810,445,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,1095,0,980,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,3117,1641,1476,1222,739,483,2.55,2.41,2.77,1222,1100,10,112,3117,122,248,2179,680,82130,13.7,1222,167.414,1222,990,13,29,181,9,418,"Census Tract 1471, Queens County, New York",1911,1911,1911,1911,1911,1911,1911,1911,1911,1911,1911,1911,69.4,56.8,50.2,0.2,0.1,68,81,4,12.6
36081152902,4152902,5113,80.6,0,0,5113,2266,74,0,2272,0,0,169,4926,4590,2350,3030,100,0,0,0,0,0,0,145,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1945,0,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5113,3202,1911,2177,1809,368,2.34,2.24,2.82,2177,1733,16,428,5113,273,407,3188,1344,76750,7.5,2177,163.275,2177,1906,0,41,214,16,690,"Census Tract 1529.02, Queens County, New York",2972,2972,2972,2972,2972,2972,2972,2972,2972,2972,2972,2972,76.5,67.9,58,0.1,0.1,75,81,4,8.6
36081161700,4161700,4978,80,0,0,4978,1969,520,0,1229,0,0,1145,4806,4465,2530,2525,995,0,95,0,0,0,25,85,0,0,0,0,0,0,0,310,135,295,195,80,0,0,0,60,190,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,4978,3540,1438,1518,1275,243,3.27,3.14,3.95,1518,1448,0,70,4978,370,415,3561,888,99500,5.4,1518,81.972,1518,1417,0,89,12,0,583,"Census Tract 1617, Queens County, New York",3197,3197,3197,3197,3197,3197,3197,3197,3197,3197,3197,3197,75,62.7,54.3,0.1,0.1,71,81,4,12.3
36081026500,4026500,3917,63.2,1,2,3917,324,46,0,2545,0,0,960,3807,3675,495,4885,1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,0,185,785,460,0,0,0,0,1010,0,350,0,0,0,0,195,215,0,0,0,0,0,0,0,0,55,3917,1103,2814,1389,289,1100,2.82,2.58,2.88,1389,1146,21,222,3917,124,449,3214,421,55139,16.5,1389,229.185,1389,803,186,187,213,0,613,"Census Tract 265, Queens County, New York",2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,57.59711,41.83771,30.75673,0.32703,0.2,53,81,4,15.7594
36081027500,4027500,6205,75.2,0,3,6205,268,259,0,531,0,0,5147,6473,6060,700,8620,8065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,125,0,0,0,0,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6205,1949,4256,1985,694,1291,3.13,2.9,3.25,1985,1619,88,278,6205,363,776,4490,910,44191,19.8,1985,393.03,1985,1217,694,0,74,0,1007,"Census Tract 275, Queens County, New York",4136,4136,4136,4136,4136,4136,4136,4136,4136,4136,4136,4136,69.8,49.9,29.6,0.3,0.2,65,81,4,19.9
36081103202,4103202,8076,66.6,1,1,8076,3837,1166,0,87,0,19,2921,8014,6935,3865,4520,3925,0,35,0,0,0,200,0,25,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,8076,5844,2232,1920,537,1383,4.06,4.18,4.01,1920,1604,73,243,8076,1092,1662,5235,694,54877,15.7,1920,301.44,1920,1634,286,0,0,0,578,"Census Tract 1032.02, Queens County, New York",4251,4251,4251,4251,4251,4251,4251,4251,4251,4251,4251,4251,59,40.1,33.1,0,0,55,81,4,18.9
36081117500,4117500,4727,76.6,0,0,4727,1651,21,0,2345,0,0,710,4904,4630,1580,4760,675,0,0,170,0,0,0,370,0,25,0,0,35,0,0,0,0,0,0,0,0,0,0,0,1245,0,2095,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,4727,2258,2469,1889,777,1112,2.5,2.98,2.16,1889,1490,29,370,4727,230,345,3306,1009,63266,22.7,1889,428.803,1889,1263,74,46,506,0,649,"Census Tract 1175, Queens County, New York",2948,2948,2948,2948,2948,2948,2948,2948,2948,2948,2948,2948,70.8,53.3,47.2,0.3,0.2,65,81,4,17.5
36081015200,4015200,2820,53.3,1,2,2820,86,385,0,1024,0,508,750,3037,2885,1595,1705,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,455,105,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,2820,1078,1742,726,325,401,3.88,3.78,3.97,726,620,6,100,2820,148,278,2238,290,60375,20,726,145.2,726,671,37,12,0,6,318,"Census Tract 152, Queens County, New York",1941,1941,1941,1941,1941,1941,1941,1941,1941,1941,1941,1941,48.8,32.6,20.5,0.2,0.1,41,81,4,16.2
36081016400,4016400,3965,55.9,1,0,3965,61,975,18,963,0,964,712,3852,3470,2840,810,620,0,0,0,0,0,15,0,0,0,0,0,0,0,30,50,35,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,3965,1415,2550,909,683,226,4.35,4.38,4.26,909,767,6,136,3965,337,529,2848,496,78505,12.6,909,114.534,909,842,58,9,0,0,234,"Census Tract 164, Queens County, New York",2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511,49.1,37.9,31.2,0.2,0.2,42,81,4,11.2
36081011500,4011500,2513,65.5,1,0,2513,1573,7,12,361,0,10,475,2252,2130,1105,1060,295,65,0,30,0,0,0,255,0,85,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,45,85,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,2513,1724,789,1095,272,823,2.29,2.85,2.11,1095,926,20,149,2513,143,90,1995,333,79492,13.7,1095,150.015,1095,1047,0,28,20,0,546,"Census Tract 115, Queens County, New York",1908,1908,1908,1908,1908,1908,1908,1908,1908,1908,1908,1908,58,51,46.6,0.2,0.2,56,81,4,7
36081015100,4015100,2434,67.5,1,0,2434,1647,53,0,333,0,5,377,2455,2400,1170,1525,500,35,0,65,315,0,0,120,0,0,200,0,0,0,0,0,50,0,0,20,25,0,0,0,120,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,2434,1438,996,1142,261,881,2.12,2.38,2.04,1142,968,17,157,2434,43,184,1948,371,70238,19.1,1142,218.122,1142,957,60,107,18,0,418,"Census Tract 151, Queens County, New York",1789,1789,1789,1789,1789,1789,1789,1789,1789,1789,1789,1789,58.7,52.5,46.4,0.2,0.2,54,81,4,6.2
36081017800,4017800,2365,63.2,1,0,2365,32,940,19,346,76,229,522,2284,2195,1590,710,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,2365,1396,969,634,499,135,3.73,3.89,3.15,634,503,41,90,2365,150,336,1826,247,72917,12.1,634,76.714,634,610,8,0,16,0,158,"Census Tract 178, Queens County, New York",1505,1505,1505,1505,1505,1505,1505,1505,1505,1505,1505,1505,55.3,40.2,34.6,0.3,0.3,48,81,4,15.1
36081020200,4020200,1728,53.8,1,2,1728,27,922,0,229,0,325,139,1784,1700,1330,390,210,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,15,0,0,0,0,0,0,0,1728,916,812,413,308,105,4.18,4.8,2.39,413,380,0,33,1728,149,227,1319,156,66797,11.6,413,47.908,413,396,0,17,0,0,113,"Census Tract 202, Queens County, New York",1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,46.3,38.1,26.1,0,0,42,81,4,8.2
36081020400,4020400,2513,61.9,1,2,2513,107,831,0,551,0,172,728,2473,2355,1475,1320,665,15,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,0,0,0,0,0,70,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2513,944,1569,652,174,478,3.82,4.58,3.54,652,515,19,118,2513,120,334,1964,256,57727,25.4,652,165.608,652,485,83,33,51,0,179,"Census Tract 204, Queens County, New York",1717,1717,1717,1717,1717,1717,1717,1717,1717,1717,1717,1717,51.9,35.7,21.1,0.4,0.3,46.7096,81,4,16.2
36081049900,4049900,5313,67.4,1,0,5313,798,46,241,3146,0,63,983,5490,5215,1165,6515,1075,0,0,70,0,60,0,30,0,70,0,0,0,0,0,0,0,0,145,0,75,0,0,0,3795,0,180,0,0,0,0,350,520,145,0,0,0,0,0,0,0,0,5313,2293,3020,1637,743,894,3.24,3.67,2.88,1637,1392,45,200,5313,200,581,4142,652,57058,16.3,1637,266.831,1637,1108,165,35,308,21,725,"Census Tract 499, Queens County, New York",3599,3599,3599,3599,3599,3599,3599,3599,3599,3599,3599,3599,60.9,45.2,40.2,0.3,0.2,52.1047,81,4,15.7
36081046000,4046000,6199,71.7,1,3,6199,59,908,37,2877,0,50,2096,6197,5580,1425,6545,2715,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,3225,0,0,0,0,0,150,0,0,0,0,0,0,0,85,0,120,0,0,0,0,0,0,0,6199,2191,4008,1911,231,1680,3.24,3.66,3.19,1911,1361,25,525,6199,565,881,4533,611,40745,24,1911,458.64,1911,1415,285,168,35,8,802,"Census Tract 460, Queens County, New York",3918,3918,3918,3918,3918,3918,3918,3918,3918,3918,3918,3918,67.2,46,28,0.2,0.1,60,81,4,21.2
36081047900,4047900,5270,73.1,0,0,5270,528,66,0,3635,0,24,936,5340,5130,785,6730,965,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,60,0,0,0,0,3470,105,450,0,0,0,0,965,390,205,0,0,0,0,0,0,0,0,5270,1929,3341,1675,739,936,3.14,3.12,3.16,1675,1493,21,161,5270,356,537,3845,889,57109,24.2,1675,405.35,1675,1100,145,71,359,0,841,"Census Tract 479, Queens County, New York",3141,3141,3141,3141,3141,3141,3141,3141,3141,3141,3141,3141,65.9,49.4,43.6,0.2,0.2,58.9776,81,4,16.5
36081050600,4050600,1490,54.7,1,2,1490,0,1195,0,173,0,16,106,1652,1540,1245,445,120,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1490,941,549,433,337,96,3.44,3.34,3.8,433,347,0,86,1490,87,132,1084,253,83011,18.7,433,80.971,433,410,0,23,0,0,86,"Census Tract 506, Queens County, New York",959,959,959,959,959,959,959,959,959,959,959,959,48.5,42.9,26.8,0.8,0.6,41,81,4,5.6
36081051100,4051100,2188,69.5,1,0,2188,1347,6,0,248,0,3,501,2139,2025,1030,1290,515,0,0,0,0,0,0,25,0,365,0,0,15,0,0,25,0,0,0,0,55,0,0,0,200,0,0,0,0,0,0,20,15,0,55,0,0,0,0,0,0,0,2188,1269,919,744,440,304,2.94,3.06,2.77,744,596,36,112,2188,97,377,1580,303,94545,10.2,744,75.888,744,703,0,18,12,11,353,"Census Tract 511, Queens County, New York",1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,62.7,47,40.4,0.1,0,55,81,4,15.7
36081051700,4051700,1969,62.3,1,0,1969,1179,1,0,49,0,0,740,1862,1715,770,1280,565,0,0,0,0,0,0,10,0,560,0,35,0,0,0,0,0,0,0,0,30,0,0,0,35,0,0,0,0,0,0,0,20,0,25,0,0,0,0,0,0,0,1969,1202,767,703,311,392,2.79,2.5,3.02,703,604,0,99,1969,162,175,1462,256,74702,19.9,703,139.897,703,627,19,50,7,0,348,"Census Tract 517, Queens County, New York",1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,53.3,41.8,35.5,0.2,0.1,45.0593,81,4,11.5
36081052200,4052200,1758,62.1,1,0,1758,0,1578,70,49,0,0,61,1822,1625,1540,64,30,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1758,1286,472,492,456,36,3.57,3.62,3.03,492,368,9,115,1758,197,246,1204,221,88889,8.9,492,43.788,492,492,0,0,0,0,51,"Census Tract 522, Queens County, New York",1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,52.8,39.5,33.7,0.2,0.2,42,81,4,13.3
