"boro_ct201","noise_rate","housing_rate","street_rate"
"1023502",395.821880153931,793.293018141836,94.5574491478834
"1023600",361.024359775141,433.16677076827,75.421611492817
"1023700",885.038907649391,735.721626780208,100.719424460432
"1023801",24.6837395865474,29.311940759025,2.26267612876684
"1023802",64.499484004128,66.047471620227,14.4478844169247
"1023900",633.909742724589,607.338675664277,109.236609025728
"1024000",23.6650485436893,60.0728155339806,34.5873786407767
"1024100",593.954462182675,469.641455116462,84.6637006019367
"1024200",239.399293286219,700.235571260306,303.59246171967
"1024301",339.330968068931,587.683730359858,174.860618347694
"1024302",373.134328358209,6.2415196743555,28.2225237449118
"1024500",531.203964108745,667.671086112227,88.9915628766573
"1024700",546.50834040147,438.789934973141,138.111393836585
"1024900",485.013623978202,610.354223433243,159.854677565849
"1025100",505.146476642914,538.796516231196,248.6144101346
"1025300",598.166607333571,494.571021715913,88.8216447134212
"1025500",376.191301334258,410.500779760873,141.916478946456
"1025700",432.920536635707,504.385964912281,227.81217750258
"1025900",804.633867276888,441.933638443936,330.949656750572
"1026100",639.116406056093,477.620584098618,116.819723670059
"1026300",676.251575209073,561.118112040325,86.3787375415282
"1026500",530.55120353226,484.97365047714,139.438826378009
"1026700",462.954440865163,769.903359410953,79.1532443626323
"1026900",699.810156620788,528.951115329853,107.736117702895
"1027100",597.120546608102,498.901903367496,137.628111273792
"1027300",267.032967032967,330.612244897959,147.409733124019
"1027500",113.843991567112,435.3478566409,92.0590302178496
"1027700",599.633079311318,434.65989274626,49.1109229466554
"1027900",855.713175281772,597.1628449281,114.069179945589
"1028100",167.073596093478,377.397976979421,143.006627136379
"1028300",957.125999737774,548.31519601416,156.155762422971
"1028500",1254.71175166297,1154.10199556541,204.684035476718
"1028700",1350.43370508055,542.007434944238,261.957868649318
"1029100",768.958185683912,599.929128277817,53.9510985116938
"1029300",876.231595261818,663.456216096535,97.4205690246873
"1029500",845.555395476156,661.143927387984,226.192191326898
"1029700",0,0,0
"1029900",607.459572248305,176.838810641628,216.22326551904
"1030300",1122.03570476952,766.586730615508,264.588329336531
"1030700",588.526499708794,294.117647058824,234.420500873617
"1030900",489.070069715231,415.57367363819,160.226869904289
"1031100",0,0,0
"1031703",82.6306913996627,54.6114930600597,135.685562329744
"1031704",155.187599084023,25.5416593271094,116.787035406024
"1031900",0,0,0
"2000100",0,1.35244793075467,1.98359029844018
"2000200",289.570835256114,204.430087678819,688.740193816336
"2000400",144.830092676722,120.66145738688,361.257495911321
"2001600",96.0482013113592,191.919191919192,231.791600212653
"2001900",573.813249869588,1022.95252999478,1127.80386019823
"2002000",240.064139273852,168.59466269614,198.946283358149
"2002300",227.853233326576,22.5015203729982,31.4210419622948
"2002400",0,0,0
"2002500",198.32453105081,412.675286832999,53.7242760881442
"2002701",281.721811757147,116.929007388371,66.1741085769354
"2002702",349.27374301676,259.888268156425,100.558659217877
"2002800",136.233440744719,346.40171858217,111.707841031149
"2003100",415.153412648716,714.464621164684,234.189104571071
"2003300",237.0348666862,406.094345150894,167.008496923528
"2003500",367.987237436852,329.965434724807,173.889922892848
"2003700",0,0,0
"2003800",367.088607594937,152.689873417722,448.575949367089
"2003900",193.050193050193,372.664092664093,157.065637065637
"2004001",101.408450704225,290.845070422535,442.957746478873
"2004100",267.014852293129,184.592786029052,119.307981067407
"2004200",185.076298474031,126.557468850623,70.1385972280554
"2004300",391.020569620253,427.412974683544,218.75
"2004400",148.843026891807,29.6018344798833,104.231811548885
"2004600",153.697749196141,195.498392282958,129.260450160772
"2004800",295.647695081123,551.377800669585,147.823847540561
"2005001",455.422697713447,1983.21795678624,210.19509125236
"2005002",200.583891464881,443.585780525502,90.8466426240769
"2005100",263.166953528399,102.925989672978,163.68330464716
"2005200",311.669128508124,356.967011324471,415.06646971935
"2005300",156.992932105376,272.863568215892,8.99550224887556
"2005400",171.365111908423,444.045788484538,241.072954040663
"2005600",355.219476208041,386.204352637403,274.068609369236
"2005902",263.361735089078,1249.03175832688,226.181254841208
"2006000",423.383525243578,373.78210806023,356.953055801594
"2006100",188.526797737678,250.471316994344,76.2186910853757
"2006200",332.270311313591,198.481397114655,148.063781321185
"2006300",748.106060606061,1238.06818181818,278.598484848485
"2006400",127.04814721452,246.281825056718,289.135366775901
"2006500",175.19205546187,622.634438823309,164.886640434701
"2006700",234.822451317297,262.027491408935,115.693012600229
"2006800",219.537452537107,501.898515705903,286.158094580601
"2006900",192.755156002115,230.6980433633,146.351136964569
"2007000",1797.99301919721,228.839441535777,302.792321116928
"2007100",500.262191924489,244.88725747247,367.593078133194
"2007200",143.777614138439,280.559646539028,225.515463917526
"2007300",244.284613408682,363.472900077061,125.866940662728
"2007400",120.754716981132,179.514824797844,201.347708894879
"2007500",351.201478743068,418.977202711029,209.077839392072
"2007600",203.082851637765,497.302504816956,273.988439306358
"2007700",158.27711468604,502.854177477945,234.042553191489
"2007800",176.69055780617,389.685260205672,282.330944219383
"2007900",186.098321699094,291.252042180306,95.7968216248329
"2008300",240.942323314379,394.476035743298,199.512591389115
"2008400",152.485256950295,151.221566975569,455.349620893008
"2008500",204.141469671981,341.396371632765,171.889316474253
"2008600",120.450191570881,30.6513409961686,102.011494252874
"2008700",311.01353823637,422.795462861325,83.6077570435419
"2008900",153.289266603714,258.105130626377,101.668240478439
"2009000",192.527952004363,42.8142896100355,307.33569675484
"2009200",265.297986844728,454.654175802272,342.435718556907
"2009300",248.269351793581,508.495909376967,525.015733165513
"2009600",242.868157286045,183.500385505012,627.602158828065
"2009800",213.179833267169,211.7903930131,283.842794759825
"2011000",0,0,0
"2011502",463.133640552995,514.746543778802,379.26267281106
"2011700",597.476340694006,735.015772870662,360.252365930599
"2011800",90.3910394969542,46.374533307133,599.92139909609
"2011900",187.785187785188,514.215514215514,94.0680940680941
"2012101",557.281553398058,609.061488673139,310.679611650485
"2012102",215.205395462906,440.220723482526,116.492949110975
"2012300",263.487475915222,349.470134874759,246.628131021195
"2012500",313.700384122919,416.645326504481,303.201024327785
"2012701",131.824234354194,475.810031069685,150.909897913893
"2012901",285.927770859278,507.347447073474,124.53300124533
"2013000",116.279069767442,87.2093023255814,897.286821705426
"2013100",205.957280031354,375.857338820302,212.22810111699
"2013200",276.061120543294,128.183361629881,530.730050933786
"2013300",203.007518796992,184.053884711779,60.9335839598997
"2013500",240.859614847893,319.843706391292,248.116103823611
"2013800",158.777120315582,174.884944115713,438.198553583169
"2014100",584.812336339831,747.745126563864,213.558335757928
"2014300",509.471585244267,633.100697906281,490.528414755733
"2014400",182.312925170068,48.2993197278912,177.551020408163
"2014500",318.775790921596,599.896836313618,118.466299862448
"2014701",211.886704844451,39.7771242841665,30.6454109271011
"2014702",351.859099804305,53.0332681017613,31.3111545988258
"2014900",204.530603354389,594.423872794598,213.896754519712
"2015100",432.242558698466,673.137363653171,202.255500092439
"2015200",202.050405809483,158.479282357967,701.836821870995
"2015300",314.06598858844,502.108657901265,362.193004217316
"2015500",220.299500831947,246.921797004992,136.439267886855
"2015700",417.039106145251,453.631284916201,324.860335195531
"2015800",262.023217247098,184.07960199005,955.223880597015
"2015900",402.957486136784,255.545286506469,138.170055452865
"2016000",109.901778603663,80.169896469339,671.356517122379
"2016100",500.456621004566,365.981735159817,144.977168949772
"2016200",153.75918598078,83.0977953646128,589.5986433013
"2016300",0,0,0
"2016400",117.440841367222,136.722173531989,660.823838737949
"2016500",301.764159702878,742.80408542247,438.254410399257
"2016600",147.737765466297,112.18836565097,544.321329639889
"2016700",287.738153395213,518.319491939424,243.282852955545
"2016900",211.665664461816,212.266987372219,197.233914612147
"2017100",0,0,0
"2017300",194.75530315684,570.903624519793,146.317020210456
"2017500",330.342931558385,585.877586456374,53.9719288091448
"2017701",563.809967396367,661.620866325105,153.237074988356
"2017702",351.716961498439,456.607700312175,226.84703433923
"2017901",626.256147102844,851.186658114176,53.6668804789395
"2017902",448.00669082799,461.945915807081,56.5932534151101
"2018101",372.121212121212,543.333333333333,267.272727272727
"2018102",290.909090909091,443.384338433843,47.5247524752475
"2018301",397.569060773481,392.707182320442,70.7182320441989
"2018302",316.424458459007,561.283246503976,176.03509734028
"2018400",152.01037613489,106.614785992218,718.028534370947
"2018500",282.212697562282,580.766139833914,243.369943744977
"2018900",800.438596491228,769.607843137255,216.589267285862
"2019300",345.907342977477,615.821278154184,81.853140450467
"2019400",217.025748817656,265.895953757225,628.481345244351
"2019500",386.668385765859,655.87931923672,71.4285714285714
"2019700",346.220503932809,387.148380215971,52.2596987068391
"2019900",380.304145204807,499.754721609026,135.148393426539
"2020000",216.072160721607,448.134481344813,447.314473144731
"2020100",273.610765013705,1136.05781211064,139.29728382756
"2020200",260.788863109049,556.380510440835,442.691415313225
"2020400",159.274193548387,320.900537634409,331.317204301075
"2020501",370.497427101201,369.210977701544,167.81017724414
"2020502",412.698412698413,749.433106575964,653.061224489796
"2020601",140.983606557377,111.475409836066,386.55737704918
"2020900",677.596881449209,701.444622792937,124.51272643889
"2021001",63.1381293275437,587.724445487619,21.0069240699448
"2021002",57.1721011843837,126.626699809914,25.1498757128235
"2021100",287.511230907457,601.796945193172,148.787061994609
"2021200",27.7197645718625,219.10005695842,46.3261818872223
"2021301",245.628642797669,327.227310574521,288.093255620316
"2021302",219.575253924284,425.115420129271,204.062788550323
"2021501",380.205362236167,547.062179121506,165.430690245294
"2021502",405.718063130061,606.511320442902,217.980499091059
"2021601",227.53209700428,659.771754636234,292.914883499762
"2021602",65.0026001040042,250.996706534928,137.458831686601
"2021700",364.829396325459,860.517435320585,215.785526809149
"2021800",272.503462071088,499.307585782428,296.968764425296
"2021900",1094.36722750549,469.641550841258,572.05559619605
"2022000",431.069266980498,463.349024882313,429.724277067922
"2022101",233.567160301377,484.281631592621,53.2605871654975
"2022102",314.504373177843,467.018950437318,67.4198250728863
"2022200",224.525547445255,520,313.868613138686
"2022300",510.204081632653,477.511392906677,55.2803645730137
"2022401",312.776957163959,512.924667651403,176.144756277696
"2022403",353.826850690088,626.097867001255,87.8293601003764
"2022404",335.107562652473,928.14371257485,60.9891328454203
"2022500",393.34892179787,722.265523512601,80.9301117173292
"2022701",309.468822170901,758.660508083141,128.945342571209
"2022702",212.477928193055,327.839905826957,104.767510300177
"2022703",602.827763496144,576.478149100257,142.030848329049
"2022800",284.496622708266,708.90961724027,147.314248954648
"2022901",489.385474860335,823.836126629423,175.232774674115
"2022902",512.37396883593,503.2080659945,169.263672471738
"2023000",296.271186440678,319.661016949153,418.305084745763
"2023100",126.219908913468,462.589459986988,278.464541314249
"2023200",175.87373167982,306.275836151823,346.486283352123
"2023301",420.379255197624,869.088416723783,134.338588074023
"2023302",546.120058565154,741.727672035139,74.0849194729136
"2023501",497.156539958096,682.430410056869,67.9437294223286
"2023502",300.957592339261,532.375740994072,75.9233926128591
"2023600",159.937073938123,343.471421080231,293.130571578395
"2023702",338.436744560838,321.514907332796,198.227236099919
"2023703",375.023795926137,764.325147534742,95.5644393679802
"2023704",690.526875997871,782.064928153273,80.8940926024481
"2023800",158.699808795411,229.445506692161,520.076481835564
"2023900",453.282223287015,433.037853378055,108.888356492573
"2024000",256.053580628542,426.069036579083,635.239567233385
"2024100",221.934648980912,807.182141701715,99.9676480103526
"2024300",198.944591029024,523.482849604222,191.029023746702
"2024400",153.77358490566,174.528301886792,646.698113207547
"2024501",295.641447368421,503.90625,163.445723684211
"2024502",353.296703296703,884.89010989011,230.494505494505
"2024600",413.508260447036,134.110787172012,484.450923226433
"2024700",171.201814058957,470.521541950113,125.850340136054
"2024800",103.181683021112,267.023490930717,508.177222717812
"2024900",0,0,0
"2025000",250.944187998321,261.435165757449,478.808224926563
"2025100",326.374595707145,747.133196118789,245.516024698618
"2025200",158.893280632411,153.359683794466,803.95256916996
"2025300",484.365129500948,436.355022109918,92.2299431459255
"2025400",174.57886676876,366.003062787136,656.967840735069
"2025500",428.702710981774,587.226221473426,134.783274620922
"2025600",255.562236921227,403.487672880337,759.470835838845
"2025700",709.205020920502,689.853556485356,503.138075313808
"2026100",77.639751552795,60.5590062111801,194.616977225673
"2026300",465.20618556701,552.405498281787,134.306987399771
"2026400",122.593718338399,301.114488348531,535.764944275583
"2026500",388.072601555748,616.392970325555,134.111207144915
"2026601",142.21916867056,377.533493644796,356.234970800412
"2026602",160.724391624222,396.906244104886,532.918317298623
"2026701",333.911320287342,486.252167451078,162.992321030468
"2026702",294.318181818182,949.289772727273,201.420454545455
"2026900",424.940428911835,599.41752713794,298.914482393434
"2027300",366.532359607152,411.231427851926,204.608410979602
"2027401",103.239289446186,78.5788923719958,647.439916405434
"2027402",191.671588895452,81.8074424099232,576.196101594802
"2027600",0,0,0
"2027700",383.020730503455,545.508390918065,198.22309970385
"2027900",310.364628194086,964.542061441286,296.009187482056
"2028100",93.0416447021613,135.740643120717,169.741697416974
"2028300",252.461098761512,297.872340425532,159.733248650365
"2028400",29.082774049217,77.1812080536913,467.561521252796
"2028500",486.543695192017,535.530692470517,402.177199879044
"2028600",183.879093198992,311.502938706969,840.470193115029
"2028700",305.223410950283,370.358716173694,318.43926998112
"2028800",86.5353567969002,135.292218275751,481.756538585728
"2028900",260.550866281653,676.143936028432,269.88005330964
"2029301",104.533333333333,86.4,183.466666666667
"2029302",98.1789390340459,85.1148060174188,208.234362628662
"2029500",435.849056603774,271.933962264151,420.047169811321
"2029600",437.818752451942,397.018438603374,420.949391918399
"2029700",131.682611142375,110.016882386044,223.97298818233
"2030000",299.417608770127,247.516272696129,520.383693045564
"2030100",67.4846625766871,148.773006134969,240.030674846626
"2030200",22.5047822662316,30.7190277934061,75.1659727692135
"2030701",120.304946076608,102.08255857196,153.402751952399
"2030900",80.6990490876381,59.6247751220766,162.169108198407
"2031000",80.8607021517554,65.911664779162,374.631936579841
"2031200",59.0551181102362,137.139107611549,540.02624671916
"2031400",104.272634791455,177.517802644964,407.93489318413
"2031600",159.420289855072,90.7139023081052,608.695652173913
"2031800",53.5911602209945,105.524861878453,479.558011049724
"2031900",13.3155792276964,21.3049267643142,50.5992010652463
"2032300",78.3034257748777,83.605220228385,178.221859706362
"2032400",376.733175515725,206.290158944877,206.966520121745
"2032600",144.578313253012,119.213696892834,411.857958148383
"2032800",436.541844684594,348.580045237497,198.039708469465
"2033000",630.61797752809,333.918539325843,156.776685393258
"2033201",233.535844471446,521.749696233293,112.758201701094
"2033202",173.266138708903,559.635229181666,176.865850731941
"2033400",208.734270910437,27.3871206513694,270.910436713545
"2033500",253.902662993572,225.436179981635,314.049586776859
"2033600",270.846800258565,391.079508726568,123.464770523594
"2033700",100.551548578702,76.3682647433178,609.249045396691
"2033800",245.940282870613,537.192247249869,338.135149292823
"2034000",233.650931139021,523.170203551321,252.490255521871
"2034200",174.328358208955,280.597014925373,526.567164179104
"2034300",331.716191631292,224.378411158278,564.584596725288
"2034400",82.3732718894009,127.880184331797,350.806451612903
"2034500",141.615255187886,179.192372406057,426.808749298934
"2034800",218.306412139011,86.3109805841083,412.139011257954
"2035000",190.649350649351,255.064935064935,507.532467532468
"2035100",275.894538606403,245.448838669178,392.969240426868
"2035600",115.934879131722,144.548593981253,536.260483473113
"2035800",143.315657270444,145.967066703879,431.342450460508
"2035900",214.944201843765,572.537603105289,171.276079573023
